RGB,HSV,Proportion,Street Name,District,R,G,B,H,S,V
"195.71969880816343, 169.85535825443526, 149.92219092133905","13, 60, 195",0.04295286,HAJI_LANE_A,KG,196,170,150,13,60,195
"53.21303126389023, 75.67697957226464, 93.04516996416989","104, 110, 93",0.037525541,HAJI_LANE_A,KG,53,76,93,104,110,93
"104.77086575834963, 50.43024377207698, 36.852108776024664","6, 167, 104",0.031571712,HAJI_LANE_A,KG,105,50,37,6,167,104
"177.70702780082598, 129.44561304511257, 105.63845828306397","10, 104, 177",0.028937353,HAJI_LANE_A,KG,178,129,106,10,104,177
"85.50837701664865, 126.38859641191966, 151.1771205205862","101, 111, 151",0.02689545,HAJI_LANE_A,KG,86,126,151,101,111,151
"178.6918781367085, 218.48631040751428, 231.968556348765","97, 59, 231",0.025646555,HAJI_LANE_A,KG,179,218,232,97,59,231
"176.82753977874643, 107.48633127772872, 44.30900610711369","14, 191, 176",0.02028669,HAJI_LANE_A,KG,177,107,44,14,191,176
"17.99704975494953, 76.3727512699813, 148.70560768394935","106, 226, 148",0.013615456,HAJI_LANE_A,KG,18,76,149,106,226,148
"225.28587824810552, 196.39420163435346, 65.8117711872345","25, 181, 225",0.013145235,HAJI_LANE_A,KG,225,196,66,25,181,225
"54.45440617221966, 157.26479439686534, 217.2980629804857","101, 192, 217",0.011054287,HAJI_LANE_A,KG,54,157,217,101,192,217
"95.98954173724704, 94.38034373146743, 91.29725311849748","23, 11, 95",0.07939335,HAJI_LANE_B,KG,96,94,91,23,11,95
"92.21743239473626, 75.13273882384864, 66.90414110361512","10, 72, 92",0.078500817,HAJI_LANE_B,KG,92,75,67,10,72,92
"118.76332759879419, 115.7684340361186, 108.81543876801572","21, 22, 118",0.078228389,HAJI_LANE_B,KG,119,116,109,21,22,118
"245.763625964128, 248.65663318261144, 245.7718498037934","60, 3, 248",0.074744813,HAJI_LANE_B,KG,246,249,246,60,3,248
"222.67787017146458, 228.69242388708793, 226.79760595544715","80, 7, 228",0.072328216,HAJI_LANE_B,KG,223,229,227,80,7,228
"176.2649256563564, 180.47027010604393, 178.3902247765742","75, 6, 180",0.071998044,HAJI_LANE_B,KG,176,180,178,75,6,180
"157.34944004972039, 156.48687416443454, 152.98034752938074","24, 8, 157",0.071110374,HAJI_LANE_B,KG,157,156,153,24,8,157
"132.08717600659566, 136.36892416945435, 135.2294390178552","83, 8, 136",0.061537225,HAJI_LANE_B,KG,132,136,135,83,8,136
"198.01350947140804, 206.29272568427123, 206.4806955202269","90, 10, 206",0.06142733,HAJI_LANE_B,KG,198,206,206,90,10,206
"130.0820980275626, 96.79540668520266, 75.87343326160634","11, 108, 130",0.052783913,HAJI_LANE_B,KG,130,97,76,11,108,130
"213.02443312443552, 200.70248125050983, 174.6062547132879","20, 47, 213",0.05251343,HAJI_LANE_B,KG,213,201,175,20,47,213
"155.72585951695197, 129.84721725313057, 110.47815635564528","13, 74, 155",0.052105214,HAJI_LANE_B,KG,156,130,110,13,74,155
"236.30531981423235, 230.69962531055955, 199.22679692628208","25, 40, 236",0.05038397,HAJI_LANE_B,KG,236,231,199,25,40,236
"104.76223445277549, 59.7739150655042, 31.989106798510946","12, 179, 104",0.029883192,HAJI_LANE_B,KG,105,60,32,12,179,104
"199.96414632840276, 160.99477280535058, 139.15196526792482","11, 77, 199",0.029416988,HAJI_LANE_B,KG,200,161,139,11,77,199
"52.67825167224851, 75.20842999580367, 95.22051264186103","104, 115, 95",0.028031873,HAJI_LANE_B,KG,53,75,95,104,115,95
"72.51141103309801, 116.27722453294743, 141.63748755918374","101, 125, 141",0.021126354,HAJI_LANE_B,KG,73,116,142,101,125,141
"95.90510682133298, 165.45016945210642, 202.24494966268043","100, 135, 202",0.014621393,HAJI_LANE_B,KG,96,165,202,100,135,202
"199.304236804733, 118.69174280361102, 69.79044160916571","11, 167, 199",0.013452542,HAJI_LANE_B,KG,199,119,70,11,167,199
"232.10365483776258, 215.2442182287106, 79.78764786165506","27, 168, 232",0.006412572,HAJI_LANE_B,KG,232,215,80,27,168,232
"163.42249598066007, 162.25104195467978, 159.80479862368557","23, 6, 163",0.095291757,JALAN_KLAPA_A,KG,163,162,160,23,6,163
"148.70220823733786, 148.2836208349743, 146.32499859526973","30, 3, 148",0.086792213,JALAN_KLAPA_A,KG,149,148,146,30,3,148
"195.2897620210667, 193.58622374207118, 190.35079209992247","18, 7, 195",0.083960334,JALAN_KLAPA_A,KG,195,194,190,18,7,195
"103.82211079275172, 102.98781041071513, 95.94952244506771","26, 20, 103",0.081780764,JALAN_KLAPA_A,KG,104,103,96,26,20,103
"118.42023171824454, 117.23343917395829, 113.7070557723355","24, 11, 118",0.080412673,JALAN_KLAPA_A,KG,118,117,114,24,11,118
"88.16870183169489, 87.1969772795787, 82.15241217096582","25, 17, 88",0.078135452,JALAN_KLAPA_A,KG,88,87,82,25,17,88
"133.80492378339605, 132.71943363733385, 129.3274953759677","23, 8, 133",0.076553505,JALAN_KLAPA_A,KG,134,133,129,23,8,133
"179.6855393140507, 177.75312350296178, 174.0156531196019","18, 7, 179",0.075620938,JALAN_KLAPA_A,KG,180,178,174,18,7,179
"210.5827326690597, 207.55404653383204, 203.58197742208876","17, 9, 210",0.073704049,JALAN_KLAPA_A,KG,211,208,204,17,9,210
"228.32069852445167, 223.21103139150716, 216.10378593024785","18, 13, 228",0.064922294,JALAN_KLAPA_A,KG,228,223,216,18,13,228
"177.77060407398176, 148.03719854834964, 104.15619878247448","18, 105, 177",0.033446446,JALAN_KLAPA_A,KG,178,148,104,18,105,177
"223.78770862089715, 202.69513113312908, 164.369462918804","19, 67, 223",0.031172154,JALAN_KLAPA_A,KG,224,203,164,19,67,223
"81.88914152076276, 80.23932179164655, 56.98466885371856","29, 79, 81",0.03007358,JALAN_KLAPA_A,KG,82,80,57,29,79,81
"198.52897052263816, 166.47459757531783, 134.02485504602146","15, 82, 198",0.024072926,JALAN_KLAPA_A,KG,199,166,134,15,82,198
"245.58781712355275, 242.1929621895178, 236.19953792151918","20, 9, 245",0.021978312,JALAN_KLAPA_A,KG,246,242,236,20,9,245
"146.56438997658623, 129.53982962188266, 88.11019777809945","21, 101, 146",0.019548755,JALAN_KLAPA_A,KG,147,130,88,21,101,146
"128.72203334064034, 94.54940776485653, 59.1377495064565","15, 137, 128",0.0177676,JALAN_KLAPA_A,KG,129,95,59,15,137,128
"172.76639769912967, 195.50315570823972, 123.94886953743094","40, 94, 195",0.012215164,JALAN_KLAPA_A,KG,173,196,124,40,94,195
"108.9429072749336, 36.11148603050145, 25.962343096226917","4, 196, 108",0.007247658,JALAN_KLAPA_A,KG,109,36,26,4,196,108
"180.80915466961923, 80.95994832041595, 69.9383536360314","3, 157, 180",0.005303426,JALAN_KLAPA_A,KG,181,81,70,3,157,180
"171.9957657666131, 173.45331848920455, 174.43908270443447","100, 4, 174",0.102585774,JALAN_KLAPA_B,KG,172,173,174,100,4,174
"159.96253599595894, 161.98864128288827, 163.5238749505895","105, 6, 163",0.099314406,JALAN_KLAPA_B,KG,160,162,164,105,6,163
"146.92269210932807, 149.9195048994501, 153.14890149563777","107, 12, 153",0.090641867,JALAN_KLAPA_B,KG,147,150,153,107,12,153
"135.3638920511633, 137.57836112412969, 139.86009732359864","105, 7, 139",0.083782184,JALAN_KLAPA_B,KG,135,138,140,105,7,139
"183.998342861917, 186.09508421814948, 187.54637027567912","98, 5, 187",0.078992467,JALAN_KLAPA_B,KG,184,186,188,98,5,187
"125.4312177150254, 125.5573432608936, 125.47430728206959","0, 0, 125",0.072574078,JALAN_KLAPA_B,KG,125,126,125,0,0,125
"108.30059198159485, 113.85445950117888, 121.95526470835496","108, 27, 121",0.066651209,JALAN_KLAPA_B,KG,108,114,122,108,27,121
"95.97265477196586, 93.83881014060316, 90.59548272549995","18, 13, 95",0.064315719,JALAN_KLAPA_B,KG,96,94,91,18,13,95
"94.16798485555749, 100.80703640128245, 110.20712944990565","109, 37, 110",0.058277852,JALAN_KLAPA_B,KG,94,101,110,109,37,110
"72.6586411897321, 82.69683920572531, 91.2889171708091","104, 53, 91",0.053528338,JALAN_KLAPA_B,KG,73,83,91,104,53,91
"114.35943821625987, 109.86764574831685, 104.35690733778313","15, 22, 114",0.052450347,JALAN_KLAPA_B,KG,114,110,104,15,22,114
"87.18813802740996, 80.25656949891447, 72.77576369211363","16, 44, 87",0.04817111,JALAN_KLAPA_B,KG,87,80,73,16,44,87
"198.4821903916775, 201.53748890862624, 204.48954240083071","105, 8, 204",0.029503087,JALAN_KLAPA_B,KG,198,202,204,105,8,204
"165.60670550469112, 149.18099314389656, 132.71957357428758","15, 51, 165",0.023522251,JALAN_KLAPA_B,KG,166,149,133,15,51,165
"153.6079093431985, 127.31817761331985, 101.3423681776107","15, 87, 153",0.020242468,JALAN_KLAPA_B,KG,154,127,101,15,87,153
"98.11041852181319, 54.07130136116356, 39.528113471585044","8, 154, 98",0.014689837,JALAN_KLAPA_B,KG,98,54,40,8,154,98
"133.98646122106845, 99.83637418606405, 72.18567468248783","13, 117, 133",0.014486019,JALAN_KLAPA_B,KG,134,100,72,13,117,133
"36.390730148042536, 66.53869448183781, 92.28591857334905","104, 155, 92",0.011114612,JALAN_KLAPA_B,KG,36,67,92,104,155,92
"70.09013605441851, 113.6656462585019, 143.1098639455775","102, 130, 143",0.008245269,JALAN_KLAPA_B,KG,70,114,143,102,130,143
"143.28393894367068, 52.65297852222247, 54.13967310549526","179, 162, 143",0.006911105,JALAN_KLAPA_B,KG,143,53,54,179,162,143
"195.27055051845576, 195.51825877876237, 196.35813755443291","120, 1, 196",0.097754099,JALAN_KLEDEK_A,KG,195,196,196,120,1,196
"192.8485849973644, 163.86058266448913, 103.38861887966875","20, 118, 192",0.088131958,JALAN_KLEDEK_A,KG,193,164,103,20,118,192
"181.7453993865754, 182.27623683158868, 181.6809574609793","60, 1, 182",0.073446563,JALAN_KLEDEK_A,KG,182,182,182,60,1,182
"167.02931028220945, 168.82620854973447, 170.28129880507728","110, 5, 170",0.067484753,JALAN_KLEDEK_A,KG,167,169,170,110,5,170
"168.87917862333967, 146.45395594976307, 112.92807364066645","18, 85, 168",0.06565826,JALAN_KLEDEK_A,KG,169,146,113,18,85,168
"180.66760854857174, 159.7887133362499, 127.37521391332099","18, 75, 180",0.061508252,JALAN_KLEDEK_A,KG,181,160,127,18,75,180
"85.84115205632843, 82.81243449462045, 80.0053662013228","12, 15, 85",0.05821273,JALAN_KLEDEK_A,KG,86,83,80,12,15,85
"101.40088998544684, 101.14790500946897, 98.41388729788434","30, 8, 101",0.055570926,JALAN_KLEDEK_A,KG,101,101,98,30,8,101
"152.3648034762007, 152.35097768121858, 152.21247284219268","0, 0, 152",0.049638496,JALAN_KLEDEK_A,KG,152,152,152,0,0,152
"93.1015268377012, 68.58035573745373, 43.863004354905186","15, 137, 93",0.046538845,JALAN_KLEDEK_A,KG,93,69,44,15,137,93
"116.96260223847948, 117.24768618165754, 116.08125269048656","60, 2, 117",0.045588873,JALAN_KLEDEK_A,KG,117,117,116,60,2,117
"133.52839168490453, 134.28358862144617, 135.5052516411366","105, 4, 135",0.044707455,JALAN_KLEDEK_A,KG,134,134,136,105,4,135
"181.44444444444548, 167.16035482770116, 147.4019106107154","18, 48, 181",0.043086626,JALAN_KLEDEK_A,KG,181,167,147,18,48,181
"186.8853469531412, 153.8139603146631, 79.52530233651021","21, 147, 186",0.041730223,JALAN_KLEDEK_A,KG,187,154,80,21,147,186
"154.8386459430979, 129.52568493150812, 92.87210221285751","18, 103, 154",0.037215406,JALAN_KLEDEK_A,KG,155,130,93,18,103,154
"140.42031029619454, 111.70698166431262, 68.04929478138745","18, 131, 140",0.034767024,JALAN_KLEDEK_A,KG,140,112,68,18,131,140
"115.16544840053609, 89.44454924152508, 60.76074825120403","16, 122, 115",0.031209525,JALAN_KLEDEK_A,KG,115,89,61,16,122,115
"176.9963808463281, 139.40395322939915, 52.56050482554532","21, 180, 176",0.026415593,JALAN_KLEDEK_A,KG,177,139,53,21,180,176
"216.20051976474105, 215.84831076459682, 213.5136096293304","20, 4, 216",0.017900121,JALAN_KLEDEK_A,KG,216,216,214,20,4,216
"129.67825928623685, 92.43481427530617, 26.199745083763474","19, 204, 129",0.013434272,JALAN_KLEDEK_A,KG,130,92,26,19,204,129
"165.17356613990944, 166.44329760195788, 169.12072052159738","113, 6, 169",0.140482755,JALAN_KLEDEK_B,KG,165,166,169,113,6,169
"158.4459642470249, 160.34780155290986, 162.90996298302693","105, 6, 162",0.137557907,JALAN_KLEDEK_B,KG,158,160,163,105,6,162
"151.10721755737126, 152.64791294067507, 154.59944223831803","110, 5, 154",0.102431785,JALAN_KLEDEK_B,KG,151,153,155,110,5,154
"143.70746887967016, 145.0384727378595, 146.538836718353","100, 5, 146",0.085159035,JALAN_KLEDEK_B,KG,144,145,147,100,5,146
"171.4413817720356, 172.94177837708986, 175.6833901800629","113, 6, 175",0.078287815,JALAN_KLEDEK_B,KG,171,173,176,113,6,175
"134.61270696189902, 136.03181727508482, 136.5514661879115","90, 4, 136",0.062173206,JALAN_KLEDEK_B,KG,135,136,137,90,4,136
"76.07993895379867, 78.48526470897761, 85.22066098305933","113, 27, 85",0.059012382,JALAN_KLEDEK_B,KG,76,78,85,113,27,85
"125.29878009423575, 125.88026850835752, 125.46253146582424","0, 0, 125",0.048120273,JALAN_KLEDEK_B,KG,125,126,125,0,0,125
"107.45997349754742, 105.5627094863181, 100.46504014342443","21, 17, 107",0.040333097,JALAN_KLEDEK_B,KG,107,106,100,21,17,107
"117.8134770071346, 116.58787372894051, 112.62794050690367","24, 11, 117",0.040298943,JALAN_KLEDEK_B,KG,118,117,113,24,11,117
"84.69848319785842, 86.98885443727266, 94.67895751277399","114, 27, 94",0.037051182,JALAN_KLEDEK_B,KG,85,87,95,114,27,94
"97.14484228474328, 94.68516624040717, 89.34535379369187","19, 21, 97",0.036644435,JALAN_KLEDEK_B,KG,97,95,89,19,21,97
"93.3625767417063, 96.84945279828969, 105.46436515703986","113, 29, 105",0.034890147,JALAN_KLEDEK_B,KG,93,97,105,113,29,105
"85.98205469047068, 83.67859855677725, 78.26785036080639","21, 21, 85",0.032701169,JALAN_KLEDEK_B,KG,86,84,78,21,21,85
"104.97933717966075, 109.3331544344545, 117.31799275459616","108, 28, 117",0.023252853,JALAN_KLEDEK_B,KG,105,109,117,108,28,117
"64.92041919109535, 66.85377435729293, 84.3445226788892","117, 61, 84",0.018961834,JALAN_KLEDEK_B,KG,65,67,84,117,61,84
"184.05822222222375, 185.0897777777762, 186.93822222222332","105, 3, 186",0.013972205,JALAN_KLEDEK_B,KG,184,185,187,105,3,186
"96.74611872146133, 67.3150684931505, 52.12420091324212","10, 117, 96",0.003399903,JALAN_KLEDEK_B,KG,97,67,52,10,117,96
"151.73491773308947, 148.08775137111502, 115.33546617915854","27, 61, 151",0.003390588,JALAN_KLEDEK_B,KG,152,148,115,27,61,151
"239.71735537190028, 234.1950413223135, 244.4000000000003","135, 10, 244",0.001878485,JALAN_KLEDEK_B,KG,240,234,244,135,10,244
"217.16810336003624, 210.64799647818987, 194.54458526994347","21, 27, 217",0.113580758,JALAN_KUBOR_A,KG,217,211,195,21,27,217
"226.5847341662481, 220.45519374323143, 206.35146350414254","21, 23, 226",0.104525601,JALAN_KUBOR_A,KG,227,220,206,21,23,226
"207.22387459300128, 199.92971627547888, 182.3109655684026","20, 31, 207",0.092504,JALAN_KUBOR_A,KG,207,200,182,20,31,207
"195.0340081320691, 187.90464217468235, 170.54578238817848","20, 33, 195",0.081062664,JALAN_KUBOR_A,KG,195,188,171,20,33,195
"180.7215772648715, 174.4363480628321, 159.74266966457066","21, 30, 180",0.075944936,JALAN_KUBOR_A,KG,181,174,160,21,30,180
"237.88055606672796, 232.1203472907306, 218.05003596698515","22, 20, 237",0.069512019,JALAN_KUBOR_A,KG,238,232,218,22,20,237
"146.1003757168134, 144.2699822028799, 134.20193790784714","25, 21, 146",0.058778862,JALAN_KUBOR_A,KG,146,144,134,25,21,146
"130.28264228150184, 127.86483778026167, 118.27623282810399","23, 24, 130",0.055417047,JALAN_KUBOR_A,KG,130,128,118,23,24,130
"166.41994378864774, 157.5092523889867, 141.17214165260992","19, 38, 166",0.051799403,JALAN_KUBOR_A,KG,166,158,141,19,38,166
"112.89503380741391, 110.69932385168683, 104.316227558875","23, 18, 112",0.049727194,JALAN_KUBOR_A,KG,113,111,104,23,18,112
"101.5201997634412, 94.9258246812692, 85.17014062293627","17, 40, 101",0.044458295,JALAN_KUBOR_A,KG,102,95,85,17,40,101
"88.14569705208524, 78.09175091322983, 66.33313510603122","16, 64, 88",0.041295328,JALAN_KUBOR_A,KG,88,78,66,16,64,88
"249.35148514850778, 246.90560651154513, 235.7410253295213","24, 14, 249",0.038288184,JALAN_KUBOR_A,KG,249,247,236,24,14,249
"159.18272028055824, 165.16490654764294, 161.70756784760636","70, 9, 165",0.02902255,JALAN_KUBOR_A,KG,159,165,162,70,9,165
"183.93555316863626, 194.67476963084584, 193.42738425009912","87, 14, 194",0.020574404,JALAN_KUBOR_A,KG,184,195,193,87,14,194
"74.84971851850155, 82.68367407406339, 91.5679999999938","106, 48, 91",0.019608071,JALAN_KUBOR_A,KG,75,83,92,106,48,91
"155.86141761735558, 94.91764852565086, 78.29374727261316","6, 127, 155",0.018689415,JALAN_KUBOR_A,KG,156,95,78,6,127,155
"136.96633416459025, 70.32570359814922, 54.89018525115297","6, 154, 136",0.013076311,JALAN_KUBOR_A,KG,137,70,55,6,154,136
"173.9460948081268, 120.40261851016166, 103.26185101579941","7, 103, 173",0.012842577,JALAN_KUBOR_A,KG,174,120,103,7,103,173
"105.15044581188272, 40.10234836117556, 33.060278789392086","3, 175, 105",0.009292379,JALAN_KUBOR_A,KG,105,40,33,3,175,105
"130.8865376698238, 139.99744750926254, 151.09205434335072","107, 35, 151",0.165655489,JALAN_KUBOR_B,KG,131,140,151,107,35,151
"191.60084848485155, 194.91006060605991, 197.20775757575896","105, 8, 197",0.112732639,JALAN_KUBOR_B,KG,192,195,197,105,8,197
"184.5025110333305, 188.17562014913946, 190.5620149140173","100, 8, 190",0.089789839,JALAN_KUBOR_B,KG,185,188,191,100,8,190
"140.96800568787768, 145.76590828297188, 150.60362602204054","105, 17, 150",0.076808505,JALAN_KUBOR_B,KG,141,146,151,105,17,150
"175.80810488677162, 180.14084227254602, 183.9247119586817","101, 11, 183",0.068787407,JALAN_KUBOR_B,KG,176,180,184,101,11,183
"111.12276692978844, 114.8656003323633, 117.34898213543899","105, 13, 117",0.065972507,JALAN_KUBOR_B,KG,111,115,117,105,13,117
"129.2486642920751, 134.2784951024038, 137.8615316117541","101, 15, 137",0.061763822,JALAN_KUBOR_B,KG,129,134,138,101,15,137
"103.87178853754914, 107.90983201580963, 109.24333003952643","100, 14, 109",0.05510918,JALAN_KUBOR_B,KG,104,108,109,100,14,109
"149.35580721622375, 154.7274163813533, 161.1393205161963","108, 19, 161",0.051979995,JALAN_KUBOR_B,KG,149,155,161,108,19,161
"122.6989891426434, 124.13141145638289, 124.63421939348574","90, 4, 124",0.036484381,JALAN_KUBOR_B,KG,123,124,125,90,4,124
"86.2915717539882, 86.5744115413813, 85.09681093394194","30, 3, 86",0.035801153,JALAN_KUBOR_B,KG,86,87,85,30,3,86
"95.42380377965483, 97.87897064736569, 98.29272215520777","100, 8, 98",0.033956437,JALAN_KUBOR_B,KG,95,98,98,100,8,98
"161.4716673461067, 166.02364451691759, 170.52588666938408","103, 14, 170",0.033409855,JALAN_KUBOR_B,KG,161,166,171,103,14,170
"104.09868421052559, 119.27327935222624, 133.13512145748928","104, 56, 133",0.027206144,JALAN_KUBOR_B,KG,104,119,133,104,56,133
"84.49246231155783, 98.72424623115523, 111.87374371859312","104, 62, 111",0.0218633,JALAN_KUBOR_B,KG,84,99,112,104,62,111
"69.25737463126804, 76.7868731563416, 87.32374631268408","108, 53, 87",0.018460824,JALAN_KUBOR_B,KG,69,77,87,108,53,87
"203.3173515981734, 205.77245053272395, 206.4878234398778","100, 4, 206",0.017955235,JALAN_KUBOR_B,KG,203,206,206,100,4,206
"116.66043613707188, 99.75908618899214, 89.89304257528588","11, 59, 116",0.013186303,JALAN_KUBOR_B,KG,117,100,90,11,59,116
"89.63911845730047, 73.09366391184513, 59.02066115702527","14, 86, 89",0.009893143,JALAN_KUBOR_B,KG,90,73,59,14,86,89
"228.1115879828325, 230.62231759656626, 230.76824034334766","90, 2, 230",0.003183843,JALAN_KUBOR_B,KG,228,231,231,90,2,230
"89.45432000793875, 97.86539033825815, 111.37883146513084","109, 51, 111",0.108539372,JALAN_PINANG_A,KG,89,98,111,109,51,111
"79.44759172941622, 87.55539619935884, 99.49217162663133","108, 52, 99",0.090189908,JALAN_PINANG_A,KG,79,88,99,108,52,99
"104.79412175370152, 107.37929349343625, 110.8720329516889","105, 14, 110",0.076765968,JALAN_PINANG_A,KG,105,107,111,105,14,110
"184.9813124108449, 186.73509272467308, 190.26797432239465","110, 8, 190",0.075558837,JALAN_PINANG_A,KG,185,187,190,110,8,190
"113.21329733378218, 119.26687478906531, 124.19330070874112","104, 23, 124",0.063719256,JALAN_PINANG_A,KG,113,119,124,104,23,124
"156.74406534502054, 162.06228197055887, 166.26818684591206","102, 15, 166",0.063271971,JALAN_PINANG_A,KG,157,162,166,102,15,166
"99.53647497337711, 94.93938587149387, 90.62921547745592","13, 23, 99",0.061315772,JALAN_PINANG_A,KG,100,95,91,13,23,99
"129.8333804542453, 132.42418245217297, 134.1850909433614","102, 10, 134",0.05717165,JALAN_PINANG_A,KG,130,132,134,102,10,134
